bovine_gene	bovine_id	human_gene_id	human_transcript_id	mouse_return_gene	human_half_life	mouse_half_life	human_te	mouse_te	human_RBH	mouse_RBH	confidence_tier
SPTSSA	Q5E978	ENSG00000165389	ENST00000298130	ENSMUSG00000044408	1.74200943779465	4.76735491270339	1.8016123090641	1.3390262383896	TRUE	TRUE	1
WRN	A0AAA9SD97	ENSG00000165392	ENST00000298139	ENSMUSG00000031583	-0.821719384494578	1.17407614333538	-0.300364602591549	-0.194155876156307	TRUE	TRUE	1
MARCHF8	A0AAA9SVJ6	ENSG00000165406	ENST00000453424	ENSMUSG00000025702	-2.46162507039166	0.419899247323089	-1.00391185484746	-1.07379438238231	TRUE	TRUE	1
CFL2	Q148F1	ENSG00000165410	ENST00000298159	ENSMUSG00000062929	-0.619329830425384	-0.918914563259087	0.95690063143421	0.851365198558779	TRUE	TRUE	1
GTF2A1	A0AAA9RSR1	ENSG00000165417	ENST00000553612	ENSMUSG00000020962	-4.5579039720623	-3.14966513887766	1.05487273407692	1.06192296947471	TRUE	TRUE	1
ZCCHC24	E1BIP9	ENSG00000165424	ENST00000372336	ENSMUSG00000055538	-2.08933526653654	-1.90128568287308	0.292101614735294	0.163225898989938	TRUE	TRUE	1
PGM2L1	A5PKH8	ENSG00000165434	ENST00000298198	ENSMUSG00000030729	-1.02855201647447	-0.351343830648839	0.812534191958904	0.257864938800267	TRUE	TRUE	1
SLC16A9	F1N294	ENSG00000165449	ENST00000395348	ENSMUSG00000037762	-1.47672867908658	-3.63078384847537	0.226721863438596	0.155205532392337	TRUE	TRUE	1
INPPL1	E1BBJ7	ENSG00000165458	ENST00000298229	ENSMUSG00000032737	4.51114179523268	0.46857781654887	-0.884724990662162	-0.584392678562444	TRUE	TRUE	1
GJB2	A2VE67	ENSG00000165474	ENST00000382848	ENSMUSG00000046352	0.565886610059421	1.70579693684751	1.01308669659091	1.07740708637323	TRUE	TRUE	1
REEP3	A6QQT6	ENSG00000165476	ENST00000373758	ENSMUSG00000019873	2.67202005845905	3.34981269746857	0.733673449266667	0.557801774227564	TRUE	TRUE	1
MICU2	A4FV38	ENSG00000165487	ENST00000382374	ENSMUSG00000039478	5.04490905929211	-2.74606847667007	0.885645355714286	-0.0360899337958015	TRUE	TRUE	1
PCF11	F1MU45	ENSG00000165494	ENST00000690938	ENSMUSG00000041328	-7.53150717267391	-8.23010562458815	-0.515022759958333	-0.491056826948769	TRUE	TRUE	1
LRR1	F6R8B2	ENSG00000165501	ENST00000298288	ENSMUSG00000034158	-2.09943064861847	-0.901384415979461	0.148945091315069	0.854572083589446	TRUE	TRUE	1
DNAAF2	Q0VC73	ENSG00000165506	ENST00000298292	ENSMUSG00000020973	-8.25452250908572	-5.97878289971007	-0.0217163778082192	-0.614315970973277	TRUE	TRUE	1
ZNF22	Q1LZC0	ENSG00000165512	ENST00000298299	ENSMUSG00000059878	-4.98084828511375	-2.38906407285341	0.436059089232877	0.396829456098898	TRUE	TRUE	1
KLHDC2	Q5E9A7	ENSG00000165516	ENST00000298307	ENSMUSG00000020978	-0.835681861766417	-0.129038794913994	0.140929069723684	0.33683020998114	TRUE	TRUE	1
NEMF	A0A3Q1MSI2	ENSG00000165525	ENST00000298310	ENSMUSG00000020982	0.285378833020189	-0.141393710738599	0.207016932933333	0.257083507604923	TRUE	TRUE	1
ARF6	A0AAA9TT41	ENSG00000165527	ENST00000298316	ENSMUSG00000044147	-7.75898726905126	-4.81788191724901	1.04629583415385	0.92163558223595	TRUE	TRUE	1
KBTBD6	E1BF94	ENSG00000165572	ENST00000379485	ENSMUSG00000043881	-10.1521010470884	-4.63504480902645	0.207990027405797	0.50146048424227	TRUE	TRUE	1
NUDT5	A0ABI0NQX7	ENSG00000165609	ENST00000491614	ENSMUSG00000025817	7.89267446540541	3.18587448840618	1.01301779730667	0.976387621804466	TRUE	TRUE	1
ATP5F1C	P05631	ENSG00000165629	ENST00000356708	ENSMUSG00000025781	8.01048950023579	5.63603686490305	1.28766361070513	1.30478779379348	TRUE	TRUE	1
PRPF18	Q2HJ41	ENSG00000165630	ENST00000378572	ENSMUSG00000039449	-1.08579338821315	-2.26409841219776	0.456623139581081	0.701528868600413	TRUE	TRUE	1
TAF3	E1BIA9	ENSG00000165632	ENST00000344293	ENSMUSG00000025782	-5.56038271727694	-4.49672841010393	-0.2495741784	-0.318205648461775	TRUE	TRUE	1
VDAC2	P68002	ENSG00000165637	ENST00000332211	ENSMUSG00000021771	4.96498972857809	1.72997600472432	1.33274940553846	1.40282633102983	TRUE	TRUE	1
COMTD1	A4IFU3	ENSG00000165644	ENST00000372538	ENSMUSG00000021773	5.24137762074938	3.37722445812327	0.289043324894737	0.455442783841087	TRUE	TRUE	1
PDZD8	E1BPC2	ENSG00000165650	ENST00000334464	ENSMUSG00000074746	-2.86739196049971	-2.77535782182549	-1.00589682412676	-0.562756180327443	TRUE	TRUE	1
ZNF503	G3X749	ENSG00000165655	ENST00000372524	ENSMUSG00000039081	-10.7961134222259	-8.60361640855423	0.45126913496875	0.624089331240794	TRUE	TRUE	1
PRDX3	P35705	ENSG00000165672	ENST00000298510	ENSMUSG00000024997	6.48432604407753	3.55197784662325	1.60265036626923	1.17652109729019	TRUE	TRUE	1
ENOX2	A0A3Q1LH15	ENSG00000165675	ENST00000394363	ENSMUSG00000031109	0.536883277930727	1.81056591847892	-0.691638073901408	-0.381588537013636	TRUE	TRUE	1
GHITM	Q3SZK3	ENSG00000165678	ENST00000372134	ENSMUSG00000041028	9.69648777589292	5.45637397199954	1.31659512462821	1.34734459073087	TRUE	TRUE	1
ENTR1	A0A3Q1LPD5	ENSG00000165689	ENST00000357365	ENSMUSG00000026927	2.4328020166622	1.05552969783287	-0.862480659055556	-1.19800962203946	TRUE	TRUE	1
TSC1	A0AAA9SWW0	ENSG00000165699	ENST00000298552	ENSMUSG00000026812	-1.29881524887543	-2.42550985297025	-0.570051372816901	-0.537436539161806	TRUE	TRUE	1
HPRT1	Q3SZ18	ENSG00000165704	ENST00000298556	ENSMUSG00000025630	9.4236137830197	5.71473643259947	1.391324287	1.38672283810202	TRUE	TRUE	1
ZMYND19	A0AAA9TGX7	ENSG00000165724	ENST00000298585	ENSMUSG00000026974	-3.90035829037378	-5.9147901750516	-0.15963191293421	-0.00141719411266481	TRUE	TRUE	1
STOX1	A0AAA9SMG7	ENSG00000165730	ENST00000298596	ENSMUSG00000038143	-4.519840311849	0.395916136083434	-0.578950726533333	-0.853909987966767	TRUE	TRUE	1
DDX21	F6QHI8	ENSG00000165732	ENST00000354185	ENSMUSG00000020075	0.501661885546484	-1.39220382760193	0.875756423269231	0.919670102294043	TRUE	TRUE	1
FUNDC2	Q8MJN0	ENSG00000165775	ENST00000369498	ENSMUSG00000031198	10.2067044622014	8.75545819575821	0.758800835397436	0.916347276955517	TRUE	TRUE	1
PIP4P1	F6RQE7	ENSG00000165782	ENST00000250489	ENSMUSG00000035953	-4.81682189254547	-1.53257500190676	0.260402741090909	0.341739907222334	TRUE	TRUE	1
NDRG2	A0AAA9TD16	ENSG00000165795	ENST00000556147	ENSMUSG00000004558	5.02108347798203	3.57795332727121	0.525051769772727	0.922239070784032	TRUE	TRUE	1
ARHGEF40	G3MXG4	ENSG00000165801	ENST00000298694	ENSMUSG00000004562	-0.526558396017893	-0.188969564955465	-0.647503845387097	-0.352588936990428	TRUE	TRUE	1
NSMF	A0AAA9THS1	ENSG00000165802	ENST00000371475	ENSMUSG00000006476	3.97308315340684	2.85373133634286	-1.85697580376471	-1.725165960844	TRUE	TRUE	1
ZNF219	E1BCL9	ENSG00000165804	ENST00000360947	ENSMUSG00000049295	1.16684881362299	-1.51452905550773	-1.81804624541071	-0.837552398124202	TRUE	TRUE	1
CASP7	A0AAA9S706	ENSG00000165806	ENST00000369318	ENSMUSG00000025076	-1.47949753619184	0.842082875789425	0.280699949853333	0.63336578510227	TRUE	TRUE	1
CCDC186	A0AAA9T5L2	ENSG00000165813	ENST00000369287	ENSMUSG00000035173	-6.68455589997218	-4.52443483757155	0.122730243633803	0.139728853127562	TRUE	TRUE	1
METTL3	F1MX80	ENSG00000165819	ENST00000298717	ENSMUSG00000022160	1.34145624905507	-3.21442241827283	0.134914177526316	0.0548334791412338	TRUE	TRUE	1
SALL2	A0A3Q1LZ65	ENSG00000165821	ENST00000537235	ENSMUSG00000049532	-7.54137819981137	-5.36626402192713	-0.0286712967017544	0.0962694231299502	TRUE	TRUE	1
TRUB1	A0AAA9T9C6	ENSG00000165832	ENST00000298746	ENSMUSG00000025086	-1.74148094462063	-0.480365651985084	0.603957738486842	0.433469669775996	TRUE	TRUE	1
ZFYVE1	E1BPK7	ENSG00000165861	ENST00000556143	ENSMUSG00000042628	-5.88119966399336	-3.20090156299298	-0.168341957152778	-0.325318380572364	TRUE	TRUE	1
HSPA12A	A0A3Q1M166	ENSG00000165868	ENST00000369209	ENSMUSG00000025092	-0.157567861740537	0.338876884397636	0.104926791196429	0.539011249361519	TRUE	TRUE	1
UBTD1	Q3ZBQ1	ENSG00000165886	ENST00000370664	ENSMUSG00000025171	-1.60618914413484	-5.01621171263731	-0.29706670842029	-0.291129849455447	TRUE	TRUE	1
E2F7	E1BE02	ENSG00000165891	ENST00000322886	ENSMUSG00000020185	-5.15564294241501	-6.38507268533407	-0.335047358253968	0.328030732100238	TRUE	TRUE	1
ARHGAP42	A0A3Q1MT43	ENSG00000165895	ENST00000298815	ENSMUSG00000050730	-5.17394649124883	-0.547047704256347	-0.13437483725	0.051465177757246	TRUE	TRUE	1
LARGE2	E1BHU3	ENSG00000165905	ENST00000401752	ENSMUSG00000004383	4.49520346079953	-2.58427267276188	-0.7876276593125	-0.669323391344106	TRUE	TRUE	1
PACSIN3	A0AAA9TSI6	ENSG00000165912	ENST00000298838	ENSMUSG00000016664	1.5784334276931	1.1162105064679	0.140580162876712	0.831882728861794	TRUE	TRUE	1
SLC39A13	A0A3Q1MNH9	ENSG00000165915	ENST00000362021	ENSMUSG00000002105	5.66546935539365	0.813703212510288	-0.0948408594324324	-0.15670676806589	TRUE	TRUE	1
PSMC3	A0AAA9S9R4	ENSG00000165916	ENST00000298852	ENSMUSG00000021178	5.42509249138319	2.74122686920841	0.915739517064103	0.97623634599295	TRUE	TRUE	1
PTER	A6QLJ8	ENSG00000165983	ENST00000535784	ENSMUSG00000026730	-0.99944726183287	1.94057727064992	0.611124419555556	0.437982363375691	TRUE	TRUE	1
ARL5B	A0ABI0NJS3	ENSG00000165997	ENST00000377275	ENSMUSG00000017418	-5.00879479781989	-4.05688689000729	1.03992655805333	0.749389971741812	TRUE	TRUE	1
SMCO4	Q32PD9	ENSG00000166002	ENST00000298966	ENSMUSG00000058173	-0.511221256746215	0.991985793865118	0.679526982208333	0.527850623333474	TRUE	TRUE	1
TAF1D	Q32LB6	ENSG00000166012	ENST00000448108	ENSMUSG00000031939	-2.73990833282905	-4.17293968796687	0.00273507359210526	-0.411340403081659	TRUE	TRUE	1
ABTB2	E1BMN7	ENSG00000166016	ENST00000435224	ENSMUSG00000032724	-7.48621006800594	-6.55780421677206	-0.524518078446154	-0.355702042328304	TRUE	TRUE	1
AMOTL1	A0AAA9S9B0	ENSG00000166025	ENST00000433060	ENSMUSG00000013076	-2.77049188491731	-0.410951098300451	0.113739480835616	-0.0439645356520231	TRUE	TRUE	1
CEP57	F1MM87	ENSG00000166037	ENST00000325542	ENSMUSG00000031922	-0.358033449929353	-4.28809742716882	0.168429473802632	0.133550766628654	TRUE	TRUE	1
TCP11L2	A7Z033	ENSG00000166046	ENST00000299045	ENSMUSG00000020034	-2.07441258111173	3.64236068517455	0.832332748819444	0.963054420206658	TRUE	TRUE	1
SPRED1	F1MH60	ENSG00000166068	ENST00000299084	ENSMUSG00000027351	-6.27762291784705	-4.86661363503403	-0.685412181044776	-0.41976711274726	TRUE	TRUE	1
GPT2	A0A3Q1M4C5	ENSG00000166123	ENST00000340124	ENSMUSG00000031700	3.32012359608974	2.55841153486836	0.0273319873733333	0.346995815738532	TRUE	TRUE	1
IKBIP	A0AAA9RXF3	ENSG00000166130	ENST00000299157	ENSMUSG00000019975	-0.126228322706041	1.52789687782466	0.774303518986301	0.437644758251555	TRUE	TRUE	1
RPUSD2	A0AAA9TKK2	ENSG00000166133	ENST00000315616	ENSMUSG00000027324	-11.3054969802129	-8.59927785588975	0.168314165813333	0.684207081239569	TRUE	TRUE	1
ZFYVE19	A0A3Q1M5L8	ENSG00000166140	ENST00000355341	ENSMUSG00000018820	2.84094626709248	0.162277056517985	-0.237223859671233	0.241555736985706	TRUE	TRUE	1
SPINT1	Q2KJJ7	ENSG00000166145	ENST00000562057	ENSMUSG00000027315	3.87605742593491	-0.597398165943575	0.615612820418182	0.403832318823023	TRUE	TRUE	1
FBN1	P98133	ENSG00000166147	ENST00000316623	ENSMUSG00000027204	3.74750845070801	1.86496399675077	0.284276403087719	0.788558617886948	TRUE	TRUE	1
CKB	A0AAA9SUZ5	ENSG00000166165	ENST00000348956	ENSMUSG00000001270	11.6804341406394	4.3671145999906	0.877041091789474	1.27172677551372	TRUE	TRUE	1
TRMT61A	A6H791	ENSG00000166166	ENST00000389749	ENSMUSG00000060950	-0.194848234204253	-3.77344269217794	0.309915648546667	0.479903579815315	TRUE	TRUE	1
POLL	A0AAA9U271	ENSG00000166169	ENST00000370162	ENSMUSG00000031536	-1.73187527657956	0.355436467585465	-0.664106092681159	0.118578746151829	TRUE	TRUE	1
BAG5	Q2TA08	ENSG00000166170	ENST00000299204	ENSMUSG00000049792	-7.82415553365091	-7.88744209303245	0.365293282532467	0.0993255902574564	TRUE	TRUE	1
API5	E1BEI0	ENSG00000166181	ENST00000531273	ENSMUSG00000027193	3.53268031908563	-0.242554476403332	0.872841212532467	1.09574137213377	TRUE	TRUE	1
ZNF319	A0AAA9SNW3	ENSG00000166188	ENST00000299237	ENSMUSG00000046556	-10.4506004035411	-9.00740911633407	-0.0656650440428571	0.752731218434187	TRUE	TRUE	1
HPS6	A2VDT8	ENSG00000166189	ENST00000299238	ENSMUSG00000074811	-12.2777238898157	-8.08632230458741	-0.0773905341733333	-0.0588966612479798	TRUE	TRUE	1
SENP8	A0AAA9THB8	ENSG00000166192	ENST00000340912	ENSMUSG00000051705	-8.37572786022506	-0.577210724075751	0.526681386794521	0.586014795851162	TRUE	TRUE	1
NOLC1	A0A3Q1MIW9	ENSG00000166197	ENST00000605788	ENSMUSG00000015176	2.88199847674364	-0.23138222598627	0.921404604628205	0.826021615922057	TRUE	TRUE	1
ALKBH3	Q32L00	ENSG00000166199	ENST00000302708	ENSMUSG00000040174	0.410447537979487	-0.186145116563012	-0.182044669689189	0.0290063419828669	TRUE	TRUE	1
COPS2	G3X736	ENSG00000166200	ENST00000388901	ENSMUSG00000027206	-0.375867967276154	1.04151334493443	0.884501022220779	0.813273956535437	TRUE	TRUE	1
GABRB3	A5D7U6	ENSG00000166206	ENST00000311550	ENSMUSG00000033676	0.400259907940395	1.74801596560231	0.485506902485714	0.215994882439206	TRUE	TRUE	1
SGPL1	A5D788	ENSG00000166224	ENST00000373202	ENSMUSG00000020097	1.76289135801279	2.33828379189867	0.493445820189189	0.951537393004401	TRUE	TRUE	1
FRS2	E1B7I9	ENSG00000166225	ENST00000549921	ENSMUSG00000020170	-9.23824326859405	-5.55516940784943	-0.578023895231884	-0.0817462490074885	TRUE	TRUE	1
CCT2	Q3ZBH0	ENSG00000166226	ENST00000299300	ENSMUSG00000034024	3.42035678241751	3.00101023379498	1.3048553525256401	1.17308630794791	TRUE	TRUE	1
CLMP	A5D7I8	ENSG00000166250	ENST00000448775	ENSMUSG00000032024	0.231818272127778	2.76256012498589	0.05890171	-0.168871237282734	TRUE	TRUE	1
ZNF202	E1BM18	ENSG00000166261	ENST00000530393	ENSMUSG00000025602	-7.72938913917294	-7.11470446807035	-0.901708763046154	-0.811236091979488	TRUE	TRUE	1
CUL5	F1N7B5	ENSG00000166266	ENST00000393094	ENSMUSG00000032030	-0.605298644732029	-1.10822323704346	0.140040355466667	0.577036394077188	TRUE	TRUE	1
WBP1L	A0A3Q1MSM8	ENSG00000166272	ENST00000448841	ENSMUSG00000047731	-5.48407787895424	-1.89429567794566	-0.2908161575	-0.33111531418608	TRUE	TRUE	1
PLEKHF1	A2VE19	ENSG00000166289	ENST00000436066	ENSMUSG00000074170	-11.9198270898354	-9.14249194917265	0.300455934647887	0.480534163580301	TRUE	TRUE	1
ANAPC16	Q58DR0	ENSG00000166295	ENST00000299381	ENSMUSG00000020107	8.55640129546509	1.4718224898351	0.815239479545454	0.658883584166279	TRUE	TRUE	1
APBB1	F6R6E5	ENSG00000166313	ENST00000609360	ENSMUSG00000037032	3.66341687573495	1.27587599808317	-0.284778906590164	-0.0788906633604502	TRUE	TRUE	1
NUDT13	Q1RMI9	ENSG00000166321	ENST00000357321	ENSMUSG00000021809	3.6102199194957	1.84317488753548	-0.5910076516	-0.192547374755847	TRUE	TRUE	1
ILK	Q3SWY2	ENSG00000166333	ENST00000299421	ENSMUSG00000030890	5.81400566952846	3.09349485596313	0.353025685666667	0.404567583692055	TRUE	TRUE	1
TAF10	A5PJW1	ENSG00000166337	ENST00000299424	ENSMUSG00000043866	8.71140072803517	6.12279649791485	0.219478603576923	0.409723967383157	TRUE	TRUE	1
TPP1	A0A3Q1N178	ENSG00000166340	ENST00000299427	ENSMUSG00000030894	8.91748595230151	9.84128206802349	1.37036724903846	1.12087503283384	TRUE	TRUE	1
CYB5A	P00171	ENSG00000166347	ENST00000340533	ENSMUSG00000024646	8.13455461210387	6.3678148156513	0.622224047014085	1.12804216017608	TRUE	TRUE	1
USP54	A0A3Q1LZ05	ENSG00000166348	ENST00000687698	ENSMUSG00000034235	-3.71257899945748	-4.04785332986639	-0.863729111550725	-0.712791260464771	TRUE	TRUE	1
PPFIBP2	A0AAA9TIW8	ENSG00000166387	ENST00000299492	ENSMUSG00000036528	-4.13263406534267	-4.13990865962924	-0.527723096189655	-0.18108535420656	TRUE	TRUE	1
CYB5R2	A0A3Q1LQT3	ENSG00000166394	ENST00000299498	ENSMUSG00000026456	7.6999494664557	2.0752171490586	-0.0973968785294118	0.432365929040206	TRUE	TRUE	1
SERPINB8	A0AAA9SWL8	ENSG00000166401	ENST00000397985	ENSMUSG00000026315	-2.06343092601455	-1.67669226130695	0.657718713605634	0.604847779799003	TRUE	TRUE	1
TUB	A0A3Q1MQM7	ENSG00000166402	ENST00000299506	ENSMUSG00000031028	0.889282818683657	2.74964173549126	-0.755770358465116	-0.686106373188418	TRUE	TRUE	1
CDYL2	A0A3Q1MGT7	ENSG00000166446	ENST00000570137	ENSMUSG00000031758	-3.99467882460514	-3.42248761480437	0.0748151112807018	0.485015476868376	TRUE	TRUE	1
ATMIN	F1MEP8	ENSG00000166454	ENST00000299575	ENSMUSG00000047388	-4.03549843461904	-4.58676172368195	-1.79303500692857	-0.907146947846192	TRUE	TRUE	1
TMEM41B	A5PJR6	ENSG00000166471	ENST00000528080	ENSMUSG00000047554	1.34871982531605	-2.11738573031369	1.14944675823077	0.793446222176719	TRUE	TRUE	1
LEO1	A0AAA9SCB7	ENSG00000166477	ENST00000299601	ENSMUSG00000042487	-3.5122320554724	-2.61960381838061	0.649502580666667	0.666655732539373	TRUE	TRUE	1
ZNF143	A0AAA9T2R6	ENSG00000166478	ENST00000396602	ENSMUSG00000061079	-4.85512955888944	-6.73358408539205	0.21326963272973	0.390700414494346	TRUE	TRUE	1
TMX3	A0AAF6DLF6	ENSG00000166479	ENST00000299608	ENSMUSG00000024614	1.96902639117606	3.74238269507272	1.02735272132895	0.899198645289146	TRUE	TRUE	1
WEE1	A7MBC3	ENSG00000166483	ENST00000450114	ENSMUSG00000031016	-10.3160082136857	-9.53846601349907	0.302516588391892	0.39659772040067	TRUE	TRUE	1
MAPK7	A5PKJ4	ENSG00000166484	ENST00000395604	ENSMUSG00000001034	-6.46659185509383	-4.18856336040234	-0.620796666942029	-0.579627469721263	TRUE	TRUE	1
MCM7	Q3ZBH9	ENSG00000166508	ENST00000303887	ENSMUSG00000029730	3.64684754871921	1.04113301296575	0.676473005753247	0.812499210763771	TRUE	TRUE	1
ZNF3	A0A3Q1MMT1	ENSG00000166526	ENST00000299667	ENSMUSG00000037007	-7.94604743999925	-7.13585675611134	-0.145945512708333	0.138904333093268	TRUE	TRUE	1
ZSCAN21	A0AAA9SRE2	ENSG00000166529	ENST00000292450	ENSMUSG00000037017	-8.9980114735135	-5.69477587489129	-0.361785125597222	0.092980876483921407	TRUE	TRUE	1
RIMKLB	Q0VCE9	ENSG00000166532	ENST00000535829	ENSMUSG00000040649	1.25509629394409	3.78113238970046	0.145717407185714	0.0640532654561508	TRUE	TRUE	1
TK2	A0AAA9S0E6	ENSG00000166548	ENST00000544898	ENSMUSG00000035824	-2.60031790985391	0.196603023171402	0.237506017722222	-0.0362360483353496	TRUE	TRUE	1
TMED3	A2VDW4	ENSG00000166557	ENST00000299705	ENSMUSG00000032353	6.34760357613051	5.44762248508152	0.715446905434211	0.792728518134177	TRUE	TRUE	1
SEC11C	Q2KI36	ENSG00000166562	ENST00000587834	ENSMUSG00000024516	7.97086960681814	2.23296750429464	0.809782417402597	0.198994760022276	TRUE	TRUE	1
TMEM135	Q3ZBE6	ENSG00000166575	ENST00000305494	ENSMUSG00000039428	0.213087709418254	0.0116663924080893	0.523431700973333	0.853845127217452	TRUE	TRUE	1
NDEL1	A0A3Q1N1V9	ENSG00000166579	ENST00000334527	ENSMUSG00000018736	-4.04714479342992	-4.35872630757849	0.101916052108108	0.196844419139629	TRUE	TRUE	1
CENPV	A0AAA9TPJ1	ENSG00000166582	ENST00000299736	ENSMUSG00000018509	7.28908964725432	5.80891263494355	-0.0936152494347826	0.266196591524593	TRUE	TRUE	1
HSP90B1	Q95M18	ENSG00000166598	ENST00000299767	ENSMUSG00000020048	6.47801506718073	7.98386342573312	1.67897755785897	1.62345641913906	TRUE	TRUE	1
BLCAP	P62954	ENSG00000166619	ENST00000373537	ENSMUSG00000067787	-1.85462860168775	-4.01762273282213	0.862863117653846	0.842616169146629	TRUE	TRUE	1
BEX3	A0AAA9SJA9	ENSG00000166681	ENST00000361298	ENSMUSG00000046432	9.84369907313188	4.67576566885583	1.18224813079167	1.16597285821719	TRUE	TRUE	1
NA	A0AAA9S1D1	ENSG00000166704	ENST00000551380	ENSMUSG00000030386	-9.85274263637772	-5.2066952989829	-0.199583695553571	-0.666185544298311	TRUE	TRUE	1
B2M	P01888	ENSG00000166710	ENST00000648006	ENSMUSG00000060802	9.94567371262791	6.81752680839861	2.54543294346154	2.11827430614347	TRUE	TRUE	1
ZNF592	F1N5U2	ENSG00000166716	ENST00000560079	ENSMUSG00000005621	-4.17799576800506	-5.80733149973912	-0.842313678069444	-0.456208250347602	TRUE	TRUE	1
NNMT	E1BEK0	ENSG00000166741	ENST00000299964	ENSMUSG00000032271	1.05007812319934	2.6593514064313	0.896138349270833	0.547881239365273	TRUE	TRUE	1
AP1G1	A0AAA9TSD9	ENSG00000166747	ENST00000299980	ENSMUSG00000031731	-1.4017786710235	-2.8745194553853	0.74449981112987	0.850694775689184	TRUE	TRUE	1
MARF1	E1BP74	ENSG00000166783	ENST00000396368	ENSMUSG00000060657	-0.84787067551818	-0.287371813694926	-0.805045787819445	-0.983433265180322	TRUE	TRUE	1
SAAL1	E1BD67	ENSG00000166788	ENST00000524803	ENSMUSG00000006763	1.62656947018467	2.95127248797459	0.265795151293333	0.300056373241607	TRUE	TRUE	1
PPIB	P80311	ENSG00000166794	ENST00000300026	ENSMUSG00000032383	8.70888424506788	6.63999745600715	1.88762832635897	1.4696258719193	TRUE	TRUE	1
CIAO2A	Q3T0U7	ENSG00000166797	ENST00000300030	ENSMUSG00000032381	7.67695740000755	3.24929127612939	-0.194179587092105	-0.248513175351983	TRUE	TRUE	1
KIF7	A0ABI0NUH2	ENSG00000166813	ENST00000394412	ENSMUSG00000050382	-2.29767757409822	-3.5871688284274	-0.727556273566038	-0.494525397970139	TRUE	TRUE	1
LDHD	Q148K4	ENSG00000166816	ENST00000450168	ENSMUSG00000031958	0.071071767029667	4.68373468000963	0.42047896722449	0.323664652893191	TRUE	TRUE	1
PEX11A	Q0VCP2	ENSG00000166821	ENST00000300056	ENSMUSG00000030545	-5.3286875454726	-3.34513477617553	0.421567087231884	0.427987981023868	TRUE	TRUE	1
TMEM170A	A5PJA0	ENSG00000166822	ENST00000561878	ENSMUSG00000031953	-5.48915434139022	-1.8789473918186	0.324250716733333	0.253479539732543	TRUE	TRUE	1
ANPEP	F1MN84	ENSG00000166825	ENST00000300060	ENSMUSG00000039062	4.53937594594517	1.31601576206305	0.703817125083333	0.931346685261037	TRUE	TRUE	1
NA	A0ABI0P7K4	ENSG00000166831	ENST00000300069	ENSMUSG00000032387	-0.0729253156975121	1.29088800190661	0.576620178333333	0.732387458912226	TRUE	TRUE	1
DCTN5	Q3ZC02	ENSG00000166847	ENST00000300087	ENSMUSG00000030868	0.187415159987847	2.2694418100101	1.2057757091039	1.04675777705109	TRUE	TRUE	1
PLK1	Q2TA25	ENSG00000166851	ENST00000300093	ENSMUSG00000030867	-2.05321172977722	-2.63536758310219	0.585134748657534	0.818618451273059	TRUE	TRUE	1
CLPX	F1N155	ENSG00000166855	ENST00000300107	ENSMUSG00000015357	-0.489117234175349	-1.92915210600054	0.484026969558441	0.353330741911427	TRUE	TRUE	1
ZBTB39	F1MRS4	ENSG00000166860	ENST00000300101	ENSMUSG00000044617	-9.3840291526464	-7.38834318057823	-0.700157863626866	-0.417585350905697	TRUE	TRUE	1
NEMP1	A7MBC7	ENSG00000166881	ENST00000300128	ENSMUSG00000040195	2.98354022582231	-2.33795453850887	0.653500283350649	0.499849742333532	TRUE	TRUE	1
NAB2	Q1RMU0	ENSG00000166886	ENST00000300131	ENSMUSG00000025402	-7.88821462810011	-6.31344650027862	0.136634559191781	0.334010650980538	TRUE	TRUE	1
